Ledgerstyle,county,geotype,Character2008,POP2010,WHITEONLY2010,BlackONLY2010,ASIANONLY2010,HISPANIC2010,_2010PopSqMile,POP2000,StateLegDISTRICT2011,2010FIPS,2000FIPS,EMPTY,Statemuniname,1968statecode,TreasuryTaxationcode03,Federalcode03,2003LegislativeDistrict,AlternateCountyCodestate,COUNTY00,muniname06,njmuncode,DOEco_code,DOEdist_code,DOEco_name,DOEdis_name,DOEdfg,MUNICIPALITY,AREA_IN_SQUARE_Miles00WRONG,DENSITY_PER_Square_MileWRONG,Character10,SUMLEV10,GEOCOMP10,CHARITER10,CIFSN10,LOGRECNO10,REGION10,DIVISION10,STATE10,COUNTY10,COUNTYCC10,COUNTYSC10,COUSUB10,COUSUBCC10,COUSUBSC10,CBSA10,CBSASC10,METDIV10,CSA10,CD10,SLDU10,SLDL10,SDELM10,SDSEC10,SDUNI10,AREALAND10,AREAWATR10,AREAname10,FUNCSTAT10,GCUNI10,POP10010,HU10010,INTPTLAT10,INTPTLON10,LSADC10,STATENS10,COUNTYNS10,COUSUBNS10,PLACENS,CSASC10,MEMI10,PUMA10,RESERVED10,2010FIPS,SUMLEV00,LOGRECNO00,STATECE00,STATEFIPS00,COUNTYFIPS00,COUNTYSC00,COUSUBFIPS00,COUSUBCC00,COUSUBSC00,PLACE00,PLACECC00,PLACEDC00,MSACMSA00,MASC00,CMSA00,MACCI00,PMSA00,CD106,AREALAND00,AREAWATR00,NAME00,FUNCSTAT00,GCUNI00,POP10000,HU10000,INTPTLAT00,INTPTLON00,LSADC00,2000FIPS,LANDSQMI2010,WATRSQMI2010,TOTSQMI2010,_2010PopSqMile,LANDSQMILE2000,WATRSQMILE2000,TOTSQMILE2000,_2000PopSqMile
Manville Borough School District                                                          ,Somerset,Unified school district,,10344,,,,,,10343,,34                          09630,,,,,,,,,35,,,35,3000,Somerset,Manville Boro,CD,,,,,970,0,0,  ,203437,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9630,6113833,228342,Manville Borough School District                                                          ,E,!,10344,4277,40.5390395,-74.5930069,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09630,,,,,,,,,,,,,,,,,,,,,Manville Boro,,,10343,4296,,,,,,,,,,,,
Maple Shade Township School District                                                      ,Burlington,Unified school district,,19131,,,,,,19079,,34                          09660,,,,,,,,,5,,,5,3010,Burlington,Maple Shade Twp,CD,,,,,970,0,0,  ,203438,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9660,9897794,3021,Maple Shade Township School District                                                      ,E,!,19131,9186,39.9523809,-74.9948958,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09660,,,,,,,,,,,,,,,,,,,,,Maple Shade Twp,,,19079,9009,,,,,,,,,,,,
Matawan-Aberdeen Regional School District                                                 ,Monmouth,Unified school district,,27020,,,,,,26364,,34                          09750,,,,,,,,,25,,,25,3040,Monmouth,Matawan-Aberdeen Regional,FG,,,,,970,0,0,  ,203439,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9750,19963775,6396597,Matawan-Aberdeen Regional School District                                                 ,E,!,27020,10708,40.4181966,-74.2274401,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09750,,,,,,,,,,,,,,,,,,,,,Matawan-Aberdeen Regional,,,26364,10198,,,,,,,,,,,,
Maywood Borough School District                                                           ,Bergen,Unified school district,,9555,,,,,,9523,,34                          09810,,,,,,,,,3,,,3,3060,Bergen,Maywood Boro,FG,,,,,970,0,0,  ,203440,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9810,3331610,3739,Maywood Borough School District                                                           ,E,!,9555,3769,40.9050634,-74.062773,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09810,,,,,,,,,,,,,,,,,,,,,Maywood Boro,,,9523,3777,,,,,,,,,,,,
Metuchen Borough School District                                                          ,Middlesex,Unified school district,,13574,,,,,,12840,,34                          09990,,,,,,,,,23,,,23,3120,Middlesex,Metuchen Boro,I,,,,,970,0,0,  ,203441,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9990,7159568,6323,Metuchen Borough School District                                                          ,E,!,13574,5440,40.5426944,-74.361516,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09990,,,,,,,,,,,,,,,,,,,,,Metuchen Boro,,,12840,5104,,,,,,,,,,,,
Middle Township School District                                                           ,Cape May,Unified school district,,18911,,,,,,16405,,34                          10020,,,,,,,,,9,,,9,3130,Cape May,Middle Twp,B,,,,,970,0,0,  ,203442,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10020,182162672,32689805,Middle Township School District                                                           ,E,!,18911,9296,39.0592171,-74.8363448,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10020,,,,,,,,,,,,,,,,,,,,,Middle Twp,,,16405,7510,,,,,,,,,,,,
Middlesex Borough School District                                                         ,Middlesex,Unified school district,,13635,,,,,,13717,,34                          10050,,,,,,,,,23,,,23,3140,Middlesex,Middlesex Boro,FG,,,,,970,0,0,  ,203443,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10050,9110608,58012,Middlesex Borough School District                                                         ,E,!,13635,5148,40.5747719,-74.5024027,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10050,,,,,,,,,,,,,,,,,,,,,Middlesex Boro,,,13717,5130,,,,,,,,,,,,
Middletown Township School District                                                       ,Monmouth,Unified school district,,66522,,,,,,66327,,34                          10110,,,,,,,,,25,,,25,3160,Monmouth,Middletown Twp,GH,,,,,970,0,0,  ,203444,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10110,106159753,45962021,Middletown Township School District                                                       ,E,!,66522,24959,40.3919658,-74.0878813,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10110,,,,,,,,,,,,,,,,,,,,,Middletown Twp,,,66327,23841,,,,,,,,,,,,
Midland Park Borough School District                                                      ,Bergen,Unified school district,,7128,,,,,,6947,,34                          10140,,,,,,,,,3,,,3,3170,Bergen,Midland Park Boro,GH,,,,,970,0,0,  ,203445,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10140,4028084,21025,Midland Park Borough School District                                                      ,E,!,7128,2861,40.9937831,-74.1424143,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10140,,,,,,,,,,,,,,,,,,,,,Midland Park Boro,,,6947,2650,,,,,,,,,,,,
Millburn Township School District                                                         ,Essex,Unified school district,,20149,,,,,,19765,,34                          10200,,,,,,,,,13,,,13,3190,Essex,Millburn Twp,J,,,,,970,0,0,  ,203446,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10200,24145037,1433940,Millburn Township School District                                                         ,E,!,20149,7106,40.7336467,-74.319754,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10200,,,,,,,,,,,,,,,,,,,,,Millburn Twp,,,19765,7158,,,,,,,,,,,,
Millville City School District                                                            ,Cumberland,Unified school district,,28400,,,,,,26847,,34                          10320,,,,,,,,,11,,,11,3230,Cumberland,Millville City,A,,,,,970,0,0,  ,203447,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10320,108783029,6444862,Millville City School District                                                            ,E,!,28400,11435,39.3915719,-75.0345603,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10320,,,,,,,,,,,,,,,,,,,,,Millville City,,,26847,10652,,,,,,,,,,,,
Monroe Township School District                                                           ,Gloucester,Unified school district,,36129,,,,,,28967,,34                          10470,,,,,,,,,15,,,15,3280,Gloucester,Monroe Twp,CD,,,,,970,0,0,  ,203448,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10470,120158321,1381079,Monroe Township School District                                                           ,E,!,36129,13387,39.6713046,-74.9834906,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10470,,,,,,,,,,,,,,,,,,,,,Monroe Twp,,,28967,11069,,,,,,,,,,,,
Monroe Township School District                                                           ,Middlesex,Unified school district,,39132,,,,,,27999,,34                          10500,,,,,,,,,23,,,23,3290,Middlesex,Monroe Twp,FG,,,,,970,0,0,  ,203449,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10500,108713237,668310,Monroe Township School District                                                           ,E,!,39132,18002,40.3259019,-74.4392345,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10500,,,,,,,,,,,,,,,,,,,,,Monroe Twp,,,27999,13259,,,,,,,,,,,,
Montclair Town School District                                                            ,Essex,Unified school district,,37669,,,,,,38977,,34                          10560,,,,,,,,,13,,,13,3310,Essex,Montclair Town,I,,,,,970,0,0,  ,203450,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10560,16338729,18079,Montclair Town School District                                                            ,E,!,37669,15911,40.8220944,-74.2118104,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10560,,,,,,,,,,,,,,,,,,,,,Montclair Town,,,38977,15531,,,,,,,,,,,,
Montgomery Township School District                                                       ,Somerset,Unified school district,,22936,,,,,,17481,,34                          10590,,,,,,,,,35,,,35,3320,Somerset,Montgomery Twp,J,,,,,970,0,0,  ,203451,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10590,85277622,457199,Montgomery Township School District                                                       ,E,!,22936,8194,40.4263,-74.6671357,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10590,,,,,,,,,,,,,,,,,,,,,Montgomery Twp,,,17481,6130,,,,,,,,,,,,
Montville Township School District                                                        ,Morris,Unified school district,,21528,,,,,,20839,,34                          10650,,,,,,,,,27,,,27,3340,Morris,Montville Twp,I,,,,,970,0,0,  ,203452,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10650,47862040,1492315,Montville Township School District                                                        ,E,!,21528,7823,40.9013868,-74.3549597,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10650,,,,,,,,,,,,,,,,,,,,,Montville Twp,,,20839,7541,,,,,,,,,,,,
Moorestown Township School District                                                       ,Burlington,Unified school district,,20726,,,,,,19017,,34                          10710,,,,,,,,,5,,,5,3360,Burlington,Moorestown Twp,I,,,,,970,0,0,  ,203453,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10710,38055148,582803,Moorestown Township School District                                                       ,E,!,20726,7862,39.9691418,-74.9491066,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10710,,,,,,,,,,,,,,,,,,,,,Moorestown Twp,,,19017,7211,,,,,,,,,,,,
Morris Township School District                                                           ,Morris,Unified school district,,40717,,,,,,40340,,34                          10810,,,,,,,,,27,,,27,3385,Morris,Morris School District,GH,,,,,970,0,0,  ,203454,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10810,48036614,625705,Morris Township School District                                                           ,E,!,40717,16674,40.7968225,-74.4786666,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10810,,,,,,,,,,,,,,,,,,,,,Morris School District,,,40340,15913,,,,,,,,,,,,
Mount Olive Township School District                                                      ,Morris,Unified school district,,28117,,,,,,24193,,34                          10980,,,,,,,,,27,,,27,3450,Morris,Mount Olive Twp,GH,,,,,970,0,0,  ,203455,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,10980,76164723,4330683,Mount Olive Township School District                                                      ,E,!,28117,11244,40.8655792,-74.7314981,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          10980,,,,,,,,,,,,,,,,,,,,,Mount Olive Twp,,,24193,9311,,,,,,,,,,,,
Mountain Lakes Borough School District                                                    ,Morris,Unified school district,,4160,,,,,,4256,,34                          11010,,,,,,,,,27,,,27,3460,Morris,Mountain Lakes Boro,J,,,,,970,0,0,  ,203456,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,11010,6774882,697636,Mountain Lakes Borough School District                                                    ,E,!,4160,1363,40.891374,-74.4411141,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          11010,,,,,,,,,,,,,,,,,,,,,Mountain Lakes Boro,,,4256,1357,,,,,,,,,,,,
Neptune Township School District                                                          ,Monmouth,Unified school district,,27935,,,,,,27690,,34                          11160,,,,,,,,,25,,,25,3510,Monmouth,Neptune Twp,CD,,,,,970,0,0,  ,203457,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,11160,21190612,1270324,Neptune Township School District                                                          ,E,!,27935,12991,40.2120254,-74.0420208,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          11160,,,,,,,,,,,,,,,,,,,,,Neptune Twp,,,27690,12217,,,,,,,,,,,,
New Brunswick City School District                                                        ,Middlesex,Unified school district,,55181,,,,,,48573,,34                          11220,,,,,,,,,23,,,23,3530,Middlesex,New Brunswick City,A,,,,,970,0,0,  ,203458,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,11220,13538509,1456203,New Brunswick City School District                                                        ,E,!,55181,15053,40.4892087,-74.4470315,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          11220,,,,,,,,,,,,,,,,,,,,,New Brunswick City,,,48573,13893,,,,,,,,,,,,
New Milford Borough School District                                                       ,Bergen,Unified school district,,16341,,,,,,16400,,34                          11280,,,,,,,,,3,,,3,3550,Bergen,New Milford Boro,FG,,,,,970,0,0,  ,203459,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,11280,5889657,87847,New Milford Borough School District                                                       ,E,!,16341,6362,40.9361985,-74.0190227,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          11280,,,,,,,,,,,,,,,,,,,,,New Milford Boro,,,16400,6437,,,,,,,,,,,,
New Providence Borough School District                                                    ,Union,Unified school district,,12171,,,,,,11907,,34                          11310,,,,,,,,,39,,,39,3560,Union,New Providence Boro,I,,,,,970,0,0,  ,203460,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,11310,9428376,63644,New Providence Borough School District                                                    ,E,!,12171,4537,40.7007071,-74.4029565,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          11310,,,,,,,,,,,,,,,,,,,,,New Providence Boro,,,11907,4485,,,,,,,,,,,,
Newark City School District                                                               ,Essex,Unified school district,,277140,,,,,,273546,,34                          11340,,,,,,,,,13,,,13,3570,Essex,Newark City,A,,,,,970,0,0,  ,203461,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,11340,62643850,4972876,Newark City School District                                                               ,E,!,277140,109520,40.7340296,-74.1837754,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          11340,,,,,,,,,,,,,,,,,,,,,Newark City,,,273546,100141,,,,,,,,,,,,
